-51,0,-61,0,YES
-51,0,-63,0,YES
-54,0,-63,0,YES
-54,0,-62,0,YES
-55,0,-62,0,YES
-55,0,-62,0,YES
-55,0,-62,0,YES
-55,0,-62,0,YES
-55,0,-61,0,YES
-55,0,-61,-5,YES
-55,0,-61,-5,YES
-55,0,-60,-2,YES
-55,-1,-61,-12,YES
-55,0,-61,-12,YES
-55,-9,-61,-17,YES
-55,-8,-61,-16,YES
-55,-1,-61,-13,YES
-55,0,-61,-9,YES
-55,0,-61,-9,YES
-55,0,-61,-6,YES
-55,0,-61,-2,YES
-55,0,-61,-1,YES
-55,0,-61,0,YES
-55,0,-61,-7,YES
-55,0,-61,-8,YES
-55,0,-61,-7,YES
-55,0,-61,-9,YES
-55,0,-61,-3,YES
-55,0,-61,-5,YES
-55,0,-61,-5,YES
-68,0,-64,-1,YES
-67,0,-64,0,YES
-67,0,-64,0,YES
-67,0,-64,-1,YES
-67,0,-64,0,YES
-67,0,-64,-8,YES
-67,0,-64,-9,YES
-67,0,-64,-2,YES
-62,0,-64,-1,YES
-62,0,-64,-9,YES
-62,0,-64,-4,YES
-60,0,-64,-4,YES
-60,0,-63,-4,YES
-58,0,-64,0,YES
-58,0,-64,-1,YES
-58,0,-63,-5,YES
-58,-6,-63,-9,YES
-55,-5,-62,-8,YES
-51,0,-62,-14,YES
-51,-13,-62,-6,YES
-52,0,-62,-6,YES
-51,0,-62,-8,YES
-52,0,-62,-12,YES
-52,-2,-62,-12,YES
-52,-4,-63,-5,YES
-52,0,-63,-5,YES
-52,0,-64,-12,YES
-52,-6,-64,-7,YES
-52,0,-64,0,YES
-52,0,-63,-2,YES
-51,0,-63,-5,YES
-51,0,-63,-7,YES
-53,0,-63,-7,YES
-53,-2,-64,-5,YES
-53,0,-65,-6,YES
-52,0,-65,-14,YES
-52,0,-66,-5,YES
-52,0,-66,-1,YES
-52,0,-66,-5,YES
-52,0,-66,-5,YES
-52,0,-66,-1,YES
-51,0,-64,-5,YES
-51,0,-64,-4,YES
-51,-4,-64,-4,YES
-51,0,-64,-4,YES
-51,0,-64,-13,YES
-51,-5,-64,-13,YES
-51,0,-65,-13,YES
-50,0,-65,-11,YES
-50,-10,-65,-19,YES
-50,-4,-65,-15,YES
-50,-8,-65,-15,YES
-50,0,-65,-15,YES
-50,-16,-65,-16,YES
-50,-6,-65,-19,YES
-50,-4,-65,-16,YES
-52,0,-65,-8,YES
-52,0,-65,-3,YES
-52,0,-65,-6,YES
-52,-2,-65,-5,YES
-52,-7,-65,-14,YES
-52,-8,-65,-22,YES
-52,-9,-64,-17,YES
-52,0,-64,-17,YES
-52,-5,-64,-16,YES
-52,-2,-64,-14,YES
-52,0,-65,-6,YES
-52,0,-65,-6,YES
-52,0,-65,-12,YES
-52,0,-66,-13,YES
-53,-2,-66,-8,YES
-53,0,-66,-5,YES
-53,0,-66,-5,YES
-53,0,-66,-6,YES
-53,0,-66,-6,YES
-56,0,-66,-8,YES
-56,-5,-68,-9,YES
-56,0,-68,-5,YES
-57,-1,-68,-7,YES
-59,0,-68,-8,YES
-59,0,-68,-10,YES
-59,0,-69,-10,YES
-59,-4,-69,-8,YES
-59,-3,-69,-9,YES
-59,0,-68,-7,YES
-59,0,-68,-7,YES
-59,-10,-68,-12,YES
-60,-3,-66,-12,YES
-60,0,-64,-9,YES
-60,-3,-64,-10,YES
-60,0,-64,-10,YES
-60,-8,-60,-11,YES
-60,-7,-60,-11,YES
-60,0,-60,-11,YES
-60,-3,-60,-12,YES
-60,-2,-60,-19,YES
-61,-3,-59,-12,YES
-58,-3,-59,-10,YES
-58,-1,-59,-11,YES
-58,-3,-59,-7,YES
-58,0,-59,-7,YES
-58,0,-59,-4,YES
-58,-1,-59,-4,YES
-57,0,-59,-4,YES
-57,0,-59,-2,YES
-57,-1,-59,-2,YES
-57,0,-61,-5,YES
-57,0,-61,-4,YES
-57,0,-61,-5,YES
-57,0,-61,-3,YES
-57,0,-61,-1,YES
-57,-8,-62,-2,YES
-57,0,-62,-2,YES
-57,0,-62,-1,YES
-57,0,-62,-3,YES
-57,0,-63,-3,YES
-57,-4,-63,-7,YES
-57,-10,-63,-17,YES
-57,-2,-62,-12,YES
-55,0,-62,-12,YES
-55,0,-62,-10,YES
-55,0,-62,-10,YES
-55,0,-62,-3,YES
-55,0,-62,-10,YES
-54,-3,-62,-11,YES
-54,-11,-62,-9,YES
-54,0,-62,-9,YES
-54,0,-62,-12,YES
-54,0,-62,-12,YES
-54,0,-62,-18,YES
-54,-3,-61,-10,YES
-54,0,-61,-9,YES
-54,-5,-61,-9,YES
-54,0,-61,-8,YES
-54,-2,-61,-8,YES
-54,0,-61,-10,YES
-53,0,-61,-10,YES
-54,0,-62,-8,YES
-54,-2,-62,-8,YES
-54,0,-62,-20,YES
-54,0,-62,-20,YES
-54,-9,-62,-8,YES
-54,0,-62,-6,YES
-54,0,-62,0,YES
-54,0,-63,-4,YES
-54,0,-63,-7,YES
-54,0,-63,-9,YES
-54,0,-63,-15,YES
-54,-2,-63,-23,YES
-54,0,-63,-14,YES
-54,0,-63,-11,YES
-56,0,-63,-4,YES
-56,0,-64,-9,YES
-56,-1,-64,-7,YES
-56,-4,-64,-11,YES
-56,0,-64,-7,YES
-56,0,-64,-7,YES
-56,0,-64,-6,YES
-55,0,-64,-7,YES
-55,0,-64,-13,YES
-55,-13,-64,-9,YES
-55,0,-64,-12,YES
-55,-3,-64,-9,YES
-55,0,-64,-9,YES
-55,0,-63,-6,YES
-55,0,-63,-6,YES
-55,0,-63,-6,YES
-55,0,-63,-2,YES
-55,0,-62,0,YES
-55,0,-62,0,YES
-55,0,-62,0,YES
-55,0,-62,0,YES
-55,0,-61,-13,YES
-55,0,-61,-13,YES
-56,0,-61,-4,YES
-56,0,-61,-4,YES
-55,0,-60,-9,YES
-55,0,-60,-9,YES
-55,0,-60,-6,YES
-55,0,-60,-6,YES
-55,-5,-60,-6,YES
-56,0,-60,-4,YES
-56,0,-60,-2,YES
-56,0,-59,-1,YES
-55,0,-60,-3,YES
-53,-3,-60,-1,YES
-53,0,-60,-4,YES
-53,-5,-60,-7,YES
-53,0,-60,-8,YES
-53,0,-60,-9,YES
-53,0,-60,-9,YES
-51,-3,-60,-14,YES
-49,0,-60,-14,YES
-49,0,-60,-10,YES
-49,0,-61,-19,YES
-50,-18,-61,-14,YES
-51,-1,-61,-12,YES
-51,-6,-62,-13,YES
-51,-11,-62,-14,YES
-54,0,-62,-10,YES
-54,-2,-62,-7,YES
-55,0,-62,-9,YES
-55,0,-62,-12,YES
-56,0,-62,-6,YES
-56,0,-62,-1,YES
-59,0,-62,-8,YES
-59,0,-62,-8,YES
-59,-3,-62,-8,YES
-59,0,-62,-8,YES
-59,0,-62,-5,YES
-59,0,-62,-9,YES
-59,0,-62,-12,YES
-56,-7,-62,-14,YES
-55,0,-62,-14,YES
-55,-1,-62,-10,YES
-55,0,-62,-10,YES
-55,0,-63,-13,YES
-55,0,-63,-14,YES
-55,0,-63,-12,YES
-55,0,-63,-9,YES
-55,0,-62,-9,YES
-55,0,-62,-9,YES
-53,-6,-62,-8,YES
-53,0,-62,-8,YES
-53,-1,-62,-7,YES
-51,0,-62,-7,YES
-51,0,-62,-4,YES
-51,0,-63,-4,YES
-51,0,-63,-4,YES
-51,0,-63,-12,YES
-52,0,-64,-1,YES
-52,0,-64,-1,YES
-52,0,-64,0,YES
-52,0,-64,0,YES
-50,0,-64,-4,YES
-48,0,-64,-9,YES
-49,0,-64,-6,YES
-49,0,-64,0,YES
-49,0,-65,-3,YES
-50,0,-65,-4,YES
-52,0,-66,-2,YES
-52,0,-66,-1,YES
-59,0,-66,-7,YES
-64,0,-66,-6,YES
-63,0,-66,-4,YES
-63,0,-65,-12,YES
-63,0,-65,-17,YES
-63,0,-65,-13,YES
-63,0,-66,-16,YES
-62,-11,-66,-9,YES
-60,-4,-66,-10,YES
-60,0,-66,-8,YES
-60,-3,-64,-9,YES
-58,-4,-64,-15,YES
-57,0,-64,-4,YES
-57,0,-64,-4,YES
-57,0,-63,-14,YES
-57,-11,-63,-12,YES
-57,0,-63,-14,YES
-57,0,-63,-14,YES
-57,-8,-62,-19,YES
-57,-7,-62,-16,YES
-57,-3,-62,-14,YES
-57,0,-62,-12,YES
-57,0,-62,-14,YES
-57,0,-62,-9,YES
-57,-1,-62,-8,YES
-55,-3,-62,-11,YES
-54,-2,-62,-10,YES
-54,0,-62,-8,YES
-54,-4,-62,-10,YES
-56,0,-61,-8,YES
-56,0,-61,-10,YES
-55,-6,-61,-10,YES
-55,0,-61,-6,YES
-55,0,-61,-11,YES
-56,-5,-61,-16,YES
-56,0,-61,-10,YES
-56,0,-61,-5,YES
-56,0,-61,-3,YES
-58,0,-61,-3,YES
-58,0,-61,-5,YES
-58,0,-61,-2,YES
-60,0,-61,-12,YES
-60,0,-61,-6,YES
-62,0,-61,-6,YES
-62,0,-62,-12,YES
-63,0,-62,-12,YES
-63,0,-62,-14,YES
-63,-7,-62,-17,YES
-63,-3,-62,-17,YES
-63,-3,-62,-17,YES
-63,-5,-62,-13,YES
-63,0,-62,-9,YES
-63,-2,-62,-6,YES
-61,0,-61,-11,YES
-61,-7,-61,-13,YES
-61,0,-61,-7,YES
-62,0,-62,-7,YES
-62,0,-62,-7,YES
-62,0,-62,-8,YES
-62,-4,-62,-6,YES
-62,0,-62,-6,YES
-62,-4,-62,-11,YES
-62,0,-62,-11,YES
-62,0,-63,-14,YES
-62,-3,-63,-14,YES
-62,0,-62,-16,YES
-62,0,-62,-16,YES
-62,0,-62,-10,YES
-62,0,-62,-7,YES
-62,0,-62,-4,YES
-60,0,-62,-5,YES
-60,0,-62,-5,YES
-57,-5,-62,-5,YES
-57,0,-62,-5,YES
-57,-3,-63,-6,YES
-57,0,-63,-2,YES
-57,0,-63,0,YES
-56,0,-63,-1,YES
-56,0,-63,-5,YES
-56,0,-63,-5,YES
-56,-4,-62,-10,YES
-56,-7,-62,-10,YES
-51,-7,-62,-5,YES
-51,0,-62,-8,YES
-51,-2,-61,-13,YES
-51,0,-61,-4,YES
-51,0,-61,-4,YES
-51,0,-61,-2,YES
-51,0,-61,-2,YES
-51,0,-61,0,YES
-51,0,-61,0,YES
-51,0,-61,-1,YES
-51,0,-61,-1,YES
-49,0,-61,0,YES
-49,0,-61,-3,YES
-49,0,-61,-3,YES
-50,0,-61,-2,YES
-50,0,-61,-2,YES
-51,0,-61,-8,YES
-51,0,-62,-3,YES
-51,0,-62,-4,YES
-51,0,-62,-4,YES
-51,0,-62,-6,YES
-51,0,-62,-7,YES
-51,-4,-62,-16,YES
-51,0,-62,-16,YES
-51,0,-61,-2,YES
-51,0,-61,-2,YES
-51,0,-61,-3,YES
